question,reference_answer,answer,score
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,sehat ,6.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Membantu mengontrol berat badan, Meningkatkan energi, Manfaat olahraga dalam mencegah berbagai penyakit, Memelihara kekebalan tubuh, Membantu meningkatkan kecerdasan otak. ",32.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"untuk memperlancar sistem peredaran darah, memberi energi pada tubuh, menghilangkan racun dalam tubuh, serta melatih otot tubuh agar tetap kuat, dan menghilangkan stress ",44.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Manfaat olahraga untuk kesehatan tubuh kita memang sudah lama terbukti. Latihan olahraga penting tidak hanya penting untuk memelihara kebugaran fisik tetapi juga kesehatan mental. Sekarang daftar efek positif dari olahraga akan bertambah panjang lagi dengan adanya temuan bukti baru dari Daniel M. Landers, profesor ilmu kesehatan fisik dan olahraga dari Univeritas Arizona. Cukup dengan menggerakkan tubuh selama 10 menit setiap hari kesehatan mental kita akan meningkat cepat. Selain itu daya pikir akan bertambah jernih dan yang menggembirakan dapat mengurangi ketegangan alias stress serta membuat perasaan menjadi riang selalu. Menurut Landers ada lima manfaat olahraga yang dapat menyehatkan mental kita. Mari kita simak satu per satu. ",23.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,Melancarkan Aliran Darah Meningkatkan Pertumbuhan Tulang Dan Gigi Mencegah Terjadinya Obesitas Menjaga Keseimbangan Tubuh Menjaga Fleksibilitas Otot ,22.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,1. Berolahraga akan Meningkatkan Kapasitas Otak Anda 2. Menggerakkan Tubuh Membantu Mencairkan Stres Anda 3. Berolahraga akan Memberikan Energi 4. Tidak Sulit Mencari Waktu Untuk Berolahraga 5. Berolahraga akan Membina Hubungan ,26.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"menjaga kesehatan tulang, menurunkan berat badan, menyahatkan otot, melatih ketahanan tubuh, menjaga kesehatan tulang ",29.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"menjaga metabolisme tubuh,menambah daya ingat otak,melatih tubuh untuk melakukan gerak ",19.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Menyehatkan jantung,,merampingkan tubuh,mambakar lemak,membuat panjangf umur ",22.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"membuat otot tubuh menjadi rilex, membuat tubuh sehat, membuat otak lebih bersinergi, memperkuat kekebalan tubuh, fisik bisa sesuai dengan idaman. ",29.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,1. Untuk menyehatkan badan 2. Supaya terhindar dari berbagai macam penyakit. 3. Membuat badan tetap bugar 4. Membuat otot lebih kuat ,51.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"untuk menyegarkan pikiran , organ tubuh menjadi sehat , otot menjadi kuat , menyehatkan tubuh ",47.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"menjaga kesehatan, menambah daya tahan tubuh, memperbaiki otot yang bermasalah, memperlancar peredaran darah, refresh otak ",66.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-Membuat suasana hati menjadi senang. -Membakar kalori. -Menyehatkan jantung. -Membuat Metabolisme tubuh meningkat. -Merampingkan tubuh.,48.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Meringankan Kerja Jantung, Melancarkan Aliran Darah, Meningkatkan Pertumbuhan Tulang Dan Gigi, Menjaga Kepadatan Tulang dan Mencegah Terjadinya Obesitas ",12.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"dapat membantu meningkatkat kecerdasan otak, dapat membantu memelihara kekebalan tubuh, membantu menambah energy di dalam tubuh, membantu mencairkan rasa stress, membantu program diet ",28.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,1. menjadikan badan kembali bugar 2. pikiran menjadi fresh kembali 3. otot pada tubuh kencang kembali karena digunakan olahraga 4. badan menjadi sehat 5. tidak stress ,43.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"1. untuk menyegargan badan dan pikiran 2. menyehatkan tubuh 3. mengurangi lemak pada tubuh 4. mengeluarkan racun dalam tubuh 5. mengencangkan otot"" ",51.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,membantu mengontrol berat badan. membantu meningkatkan mood baik. mencegah berbagai penyakit. meningkatkan enargi. meningkatkan memori. ,45.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Berolahraga akan Meningkatkan Kapasitas Otak Anda , Menggerakkan Tubuh Membantu Mencairkan Stres Anda , Berolahraga akan Memberikan Energi , Tidak Sulit Mencari Waktu Untuk Berolahraga , Berolahraga akan Membina Hubungan , Berolahraga akan Melawan Penyakit , Berolahraga akan Memompa Jantung Anda Lebih Baik , Berolahraga akan Memperbaiki Diet Anda , Berolahraga Meningkatkan Stamina Anda , Penurunan Berat Badan Bukan Tujuan Utama ",67.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-Membantu mengontrol berat badan -Mencegah berbagai penyakit -Membakar kalori dalam tubuh -meningkatkan kinerja otot -meningkatkan sistem imun,43.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-untuk menyegarkan pikiran -untuk melepas stress karena lingkungan kerja atau sekolah -untuk kesehatan otot tubuh terutama untuk perkembangan otot dan tulang -untuk memelihara kesehatan organ dalam tubuh -menjaga kesehatan jantung,45.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Lima manfaat olahraga bagi tubuh adalah yakni, - menjadikan tubuh atau badan lebih sehat dan bugar - merengangkan atau merilekskan otot - otot tubuh atau badan yang kaku - menjadikan kinerja organ tubuh lancar termasuk dalam peredaran darah - menjernihkan pikiran dan rilex karena penat dari perkerjaan - menjaga keseimbangan dan menjaga stamina ",30.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",8.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"pikiran menjadi fresh, otot terlatih dengan baik, otot menjadi kuat, badan segar, pencernaan lebih terjaga. ",23.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Segar, Sehat, Bugar, Bertenaga, Tidak mudah lemas. ",12.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-meningkatkan pembentukan otot tubuh. -menjadikan kulit lebih sehat dan cerah. -meningkatkan daya ingat otak. -tubuh menjadi lebih bugar dan kuat. -mental juga menjadi lebih kuat dan terlatih.,31.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- Menyehatkan tubuh - mengisi waktu luang - mebuat pikiran menjadi segar dan fresh - melatih seluruh bagian otot,29.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- merefresh pikiran - menambah stamina kita - meregangkan otot agar tidak mudah cidera - baik untuk diet - Membentuk tubuh sesuai keinginan,41.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- Membakar kolesterol - menguatkan otot - menyegarkan badan - menyegarkan pikiran - Mencegah penyakit,55.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-Sebagai anti struk -agar tubuh sehat -agar fikiran fresh,13.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- meningkatkan daya tahan tubuh - meningkatkan kemampuan otak - Membakar lemak - mengurangi stres - Mencegah penuaan dini,68.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- Menggerakkan tubuh Membantu Mencairkan stres Anda - Berolahraga akan meningkatkan Kapasitas otak Anda - Menggerakkan tubuh Membantu Mencairkan stres Anda - Berolahraga akan Memberikan Energi - Berolahraga akan Memompa jantung Anda lebih baik,50.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-memfokuskan pikiran -Membentuk otot agar semakin kencang -organ dalam akan terlatih -sisa sisa pembakaran yang tidak berguna akan bisa di keluarkan melalui keringat jika Berolahraga -Membuat kita semakin sehat,30.0
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- Berolahraga akan meningkatkan Kapasitas otak Anda - Menggerakkan tubuh Membantu Mencairkan stres Anda - Berolahraga akan Memberikan Energi - tidak Sulit Mencari waktu untuk Berolahraga - Berolahraga akan Membina Hubungan,40.0
